splicing_case	sample_id	control_id	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
SE	BS_Z3RCA1T9	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1643	2	NA	NA	200	100	NA	NA	0.998	NA	NA
A3SS	BS_A6NXR7RC	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	254	2	NA	NA	200	100	NA	NA	0.9840000000000001	NA	NA
MXE	BS_A6NXR7RC	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	156	183	NA	NA	183	180	NA	NA	0.456	NA	NA
MXE	BS_A6NXR7RC	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200857717	200857884	200857972	200858089	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	222	200	NA	NA	200	200	NA	NA	0.526	NA	NA
RI	BS_A6NXR7RC	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	44	199	NA	NA	200	100	NA	NA	0.1	NA	NA
RI	BS_A6NXR7RC	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	240	18	NA	NA	200	100	NA	NA	0.87	NA	NA
SE	BS_A6NXR7RC	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	479	3	NA	NA	180	100	NA	NA	0.9890000000000001	NA	NA
SE	BS_A6NXR7RC	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	445	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_A6NXR7RC	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	428	2	NA	NA	200	100	NA	NA	0.991	NA	NA
SE	BS_A6NXR7RC	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	449	1	NA	NA	200	100	NA	NA	0.996	NA	NA
SE	BS_A6NXR7RC	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	109	18	NA	NA	191	100	NA	NA	0.76	NA	NA
SE	BS_A6NXR7RC	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	369	1	NA	NA	200	100	NA	NA	0.995	NA	NA
A3SS	BS_BSV07M7Z	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	389	11	NA	NA	300	150	NA	NA	0.946	NA	NA
RI	BS_BSV07M7Z	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	43	124	NA	NA	300	150	NA	NA	0.14800000000000002	NA	NA
RI	BS_BSV07M7Z	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	100	106	NA	NA	300	150	NA	NA	0.321	NA	NA
SE	BS_BSV07M7Z	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	379	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_BSV07M7Z	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	484	11	NA	NA	300	150	NA	NA	0.9570000000000001	NA	NA
SE	BS_BSV07M7Z	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	357	106	NA	NA	241	150	NA	NA	0.677	NA	NA
SE	BS_BSV07M7Z	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	767	7	NA	NA	300	150	NA	NA	0.982	NA	NA
A3SS	BS_D7XRFE0R	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	578	13	NA	NA	298	149	NA	NA	0.9570000000000001	NA	NA
RI	BS_D7XRFE0R	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	83	525	NA	NA	298	149	NA	NA	0.073	NA	NA
RI	BS_D7XRFE0R	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	255	56	NA	NA	298	149	NA	NA	0.695	NA	NA
SE	BS_D7XRFE0R	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	117	1	NA	NA	229	149	NA	NA	0.987	NA	NA
SE	BS_D7XRFE0R	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	1028	0	NA	NA	232	149	NA	NA	1	NA	NA
SE	BS_D7XRFE0R	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	1054	13	NA	NA	298	149	NA	NA	0.976	NA	NA
SE	BS_D7XRFE0R	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	191	56	NA	NA	240	149	NA	NA	0.679	NA	NA
SE	BS_D7XRFE0R	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1165	4	NA	NA	298	149	NA	NA	0.993	NA	NA
RI	BS_DMZEKBFG	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	25	61	NA	NA	300	150	NA	NA	0.17	NA	NA
RI	BS_DMZEKBFG	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	26	43	NA	NA	300	150	NA	NA	0.23199999999999998	NA	NA
SE	BS_DMZEKBFG	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	128	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_DMZEKBFG	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	64	43	NA	NA	241	150	NA	NA	0.48100000000000004	NA	NA
SE	BS_DMZEKBFG	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	145	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_GYA4V1RD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	32	243	NA	NA	300	150	NA	NA	0.062	NA	NA
RI	BS_GYA4V1RD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	191	35	NA	NA	300	150	NA	NA	0.732	NA	NA
SE	BS_GYA4V1RD	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	714	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_GYA4V1RD	NA	ENSG00000013441.17	CLK1	chr2	-	200856681	200856811	NA	NA	NA	NA	NA	NA	200854615	200854695	200856890	200856985	NA	NA	NA	NA	NA	NA	329	1	NA	NA	280	150	NA	NA	0.9940000000000001	NA	NA
SE	BS_GYA4V1RD	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	602	35	NA	NA	241	150	NA	NA	0.915	NA	NA
SE	BS_GYA4V1RD	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	992	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_1KWNKPFZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	410	3	NA	NA	300	150	NA	NA	0.986	NA	NA
MXE	BS_1KWNKPFZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	146	115	NA	NA	233	230	NA	NA	0.556	NA	NA
RI	BS_1KWNKPFZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	25	260	NA	NA	300	150	NA	NA	0.046	NA	NA
RI	BS_1KWNKPFZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	266	46	NA	NA	300	150	NA	NA	0.743	NA	NA
SE	BS_1KWNKPFZ	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	470	2	NA	NA	230	150	NA	NA	0.9940000000000001	NA	NA
SE	BS_1KWNKPFZ	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	499	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_1KWNKPFZ	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	655	3	NA	NA	300	150	NA	NA	0.991	NA	NA
SE	BS_1KWNKPFZ	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	223	46	NA	NA	241	150	NA	NA	0.7509999999999999	NA	NA
SE	BS_1KWNKPFZ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	504	4	NA	NA	300	150	NA	NA	0.9840000000000001	NA	NA
RI	BS_H1XPVS9A	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	12	75	NA	NA	300	150	NA	NA	0.07400000000000001	NA	NA
RI	BS_H1XPVS9A	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	63	17	NA	NA	300	150	NA	NA	0.649	NA	NA
SE	BS_H1XPVS9A	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	146	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_H1XPVS9A	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	185	17	NA	NA	241	150	NA	NA	0.871	NA	NA
SE	BS_H1XPVS9A	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	291	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_EBMCTR80	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	177	2	NA	NA	300	150	NA	NA	0.978	NA	NA
RI	BS_EBMCTR80	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	13	95	NA	NA	300	150	NA	NA	0.064	NA	NA
RI	BS_EBMCTR80	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	134	6	NA	NA	300	150	NA	NA	0.9179999999999999	NA	NA
SE	BS_EBMCTR80	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	277	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_EBMCTR80	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	265	2	NA	NA	300	150	NA	NA	0.985	NA	NA
SE	BS_EBMCTR80	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	291	6	NA	NA	241	150	NA	NA	0.968	NA	NA
SE	BS_EBMCTR80	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	396	2	NA	NA	300	150	NA	NA	0.99	NA	NA
RI	BS_2HNXVFAS	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	78	119	NA	NA	300	150	NA	NA	0.247	NA	NA
RI	BS_2HNXVFAS	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	262	10	NA	NA	300	150	NA	NA	0.929	NA	NA
SE	BS_2HNXVFAS	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	334	2	NA	NA	233	150	NA	NA	0.991	NA	NA
SE	BS_2HNXVFAS	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	510	2	NA	NA	267	150	NA	NA	0.993	NA	NA
SE	BS_2HNXVFAS	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	143	10	NA	NA	241	150	NA	NA	0.899	NA	NA
SE	BS_2HNXVFAS	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	491	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_GWSJ4Z9H	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	752	4	NA	NA	200	100	NA	NA	0.9890000000000001	NA	NA
MXE	BS_GWSJ4Z9H	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	634	636	NA	NA	183	180	NA	NA	0.495	NA	NA
RI	BS_GWSJ4Z9H	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	38	571	NA	NA	200	100	NA	NA	0.032	NA	NA
RI	BS_GWSJ4Z9H	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	276	61	NA	NA	200	100	NA	NA	0.693	NA	NA
SE	BS_GWSJ4Z9H	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	1480	2	NA	NA	180	100	NA	NA	0.998	NA	NA
SE	BS_GWSJ4Z9H	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	1476	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_GWSJ4Z9H	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	657	1	NA	NA	195	100	NA	NA	0.997	NA	NA
SE	BS_GWSJ4Z9H	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	1381	1	NA	NA	200	100	NA	NA	0.9990000000000001	NA	NA
SE	BS_GWSJ4Z9H	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	1299	4	NA	NA	200	100	NA	NA	0.9940000000000001	NA	NA
SE	BS_GWSJ4Z9H	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856681	200856811	200859679	200859746	NA	NA	NA	NA	NA	NA	621	1	NA	NA	200	100	NA	NA	0.997	NA	NA
SE	BS_GWSJ4Z9H	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	742	61	NA	NA	191	100	NA	NA	0.8640000000000001	NA	NA
SE	BS_GWSJ4Z9H	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	955	7	NA	NA	200	100	NA	NA	0.986	NA	NA
RI	BS_Q5BTZW6P	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	27	68	NA	NA	300	150	NA	NA	0.166	NA	NA
RI	BS_Q5BTZW6P	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	96	14	NA	NA	300	150	NA	NA	0.774	NA	NA
SE	BS_Q5BTZW6P	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	136	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_Q5BTZW6P	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	120	14	NA	NA	241	150	NA	NA	0.8420000000000001	NA	NA
SE	BS_Q5BTZW6P	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	239	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_2XHP6CPZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	532	7	NA	NA	200	100	NA	NA	0.9740000000000001	NA	NA
MXE	BS_2XHP6CPZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	489	622	NA	NA	183	180	NA	NA	0.436	NA	NA
RI	BS_2XHP6CPZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	69	438	NA	NA	200	100	NA	NA	0.073	NA	NA
RI	BS_2XHP6CPZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	214	117	NA	NA	200	100	NA	NA	0.478	NA	NA
SE	BS_2XHP6CPZ	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	1273	1	NA	NA	180	100	NA	NA	0.9990000000000001	NA	NA
SE	BS_2XHP6CPZ	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	1139	2	NA	NA	183	100	NA	NA	0.997	NA	NA
SE	BS_2XHP6CPZ	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	924	7	NA	NA	200	100	NA	NA	0.985	NA	NA
SE	BS_2XHP6CPZ	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	81	117	NA	NA	191	100	NA	NA	0.266	NA	NA
SE	BS_2XHP6CPZ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	479	1	NA	NA	200	100	NA	NA	0.996	NA	NA
A3SS	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	195	2	NA	NA	300	150	NA	NA	0.98	NA	NA
RI	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	25	166	NA	NA	300	150	NA	NA	0.07	NA	NA
RI	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	58	65	NA	NA	300	150	NA	NA	0.309	NA	NA
SE	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	313	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	158	2	NA	NA	245	150	NA	NA	0.98	NA	NA
SE	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	336	2	NA	NA	300	150	NA	NA	0.988	NA	NA
SE	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	345	2	NA	NA	300	150	NA	NA	0.9890000000000001	NA	NA
SE	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	194	65	NA	NA	241	150	NA	NA	0.65	NA	NA
SE	BS_CXVGG342	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	395	2	NA	NA	300	150	NA	NA	0.99	NA	NA
RI	BS_KBT7MQ6H	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	48	129	NA	NA	300	150	NA	NA	0.157	NA	NA
RI	BS_KBT7MQ6H	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	241	41	NA	NA	300	150	NA	NA	0.746	NA	NA
SE	BS_KBT7MQ6H	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	420	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_KBT7MQ6H	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	311	41	NA	NA	241	150	NA	NA	0.825	NA	NA
