SpliceID	Histology
NPC1:23533355-23533517_23531441-23532284_23534445-23534559_skipping	Low-grade glioma
KRBA1:149724652-149724849_149723560-149723889_149725314-149725441_skipping	Low-grade glioma
DEPDC5:31783907-31783985_31778098-31778168_31784813-31784875_skipping	Low-grade glioma
MICAL2:12222617-12222743_12221643-12221759_12223410-12223501_skipping	Low-grade glioma
SPTBN2:66691284-66691658_66690038-66690283_66692535-66692740_skipping	Low-grade glioma
CTBP2:125133512-125133612_125122656-125122868_125160318-125160499_skipping	Low-grade glioma
ATAD2B:23880639-23880755_23875828-23875904_23884764-23884873_skipping	Low-grade glioma
HERC3:88649840-88649999_88605793-88606049_88652011-88652020_skipping	Low-grade glioma
IRF3:49664553-49664673_49663342-49663514_49665634-49665847_skipping	Low-grade glioma
C5:121043004-121043166_121037880-121037951_121046190-121046383_skipping	Low-grade glioma
PTPN12:77607235-77607301_77597841-77597901_77610764-77610802_skipping	Low-grade glioma
WDR27:169662304-169662424_169660662-169660766_169664165-169664286_skipping	Low-grade glioma
PNKP:49864179-49864236_49863963-49864071_49865126-49865426_skipping	Low-grade glioma
PNKP:49864179-49864403_49863963-49864071_49865126-49865426_skipping	Low-grade glioma
ANAPC1:111873308-111873408_111872629-111872712_111873612-111873664_skipping	Low-grade glioma
BCL2L13:17683214-17683321_17655661-17655832_17696140-17696209_skipping	Low-grade glioma
BMS1P10:63374872-63374969_63374382-63374505_63375917-63376098_skipping	Low-grade glioma
LINC02732:110366361-110366534_110355129-110355518_110381925-110382021_skipping	Low-grade glioma
MROH7-TTC4:54695376-54695490_54692423-54692561_54700320-54700461_skipping	Low-grade glioma
DPH5:100995110-100995149_100992636-100992740_101001466-101001544_skipping	Low-grade glioma
VNN2:132757671-132757759_132757415-132757546_132763382-132763430_skipping	Low-grade glioma
PPP2R5C:101890237-101890296_101883431-101883562_101892999-101893053_skipping	Low-grade glioma
VPS13C:61950358-61950417_61949442-61949605_61950944-61951024_skipping	Low-grade glioma
PLEKHA4:48857422-48857496_48854216-48854264_48859468-48859684_skipping	Low-grade glioma
CEP295:93696320-93696417_93695496-93695634_93696681-93696854_skipping	Low-grade glioma
OFD1:13752704-13753441_13751248-13751368_13755150-13755242_skipping	Low-grade glioma
QKI:163565946-163566795_163561981-163562069_163570693-163573800_skipping	Low-grade glioma
NUP107:68690631-68690746_68689532-68689619_68696818-68696922_skipping	Low-grade glioma
ARHGAP10:147913074-147913139_147881837-147881932_147939824-147939899_skipping	Low-grade glioma
SF3B1:197397985-197398116_197396055-197396328_197398460-197398581_skipping	Low-grade glioma
CD2AP:47503280-47503440_47477788-47478248_47533601-47533755_skipping	Low-grade glioma
RRM1:4107435-4107535_4101992-4102081_4109643-4109703_skipping	Low-grade glioma
RIPOR3:50610853-50610906_50609572-50609722_50611180-50611204_skipping	Low-grade glioma
RPGRIP1L:53638310-53638411_53637694-53637854_53641032-53641116_skipping	Low-grade glioma
AP5Z1:4783689-4783798_4783315-4783460_4784202-4784371_skipping	Low-grade glioma
PCK2:24103160-24103255_24102674-24102890_24103841-24104125_skipping	Low-grade glioma
COL22A1:138716227-138716289_138715681-138715735_138716824-138716869_skipping	Low-grade glioma
ENSG00000284671:29087334-29087403_29086213-29086275_29090739-29090838_skipping	Low-grade glioma
ODF2L:86386915-86387086_86384675-86384801_86396032-86396280_skipping	Low-grade glioma
NUMA1:72049419-72049539_72035901-72035975_72062588-72062686_skipping	Low-grade glioma
RAB34:28717213-28717425_28716755-28716994_28718121-28718167_skipping	Low-grade glioma
TMC2:2597151-2597298_2592309-2592408_2602112-2602301_skipping	Low-grade glioma
BAZ2B:159555823-159555865_159478574-159478721_159616241-159616450_skipping	Low-grade glioma
SMPD4BP:131501358-131501508_131501180-131501233_131506311-131506442_skipping	Low-grade glioma
FERMT2:52893293-52893427_52881243-52881469_52919122-52919339_skipping	Low-grade glioma
COL5A2:189066390-189066497_189065003-189065057_189066728-189066782_skipping	Low-grade glioma
DDX19B:70324585-70324687_70317495-70317588_70325573-70325610_skipping	Low-grade glioma
CEP350:179996553-179997175_179987239-179987286_180011928-180012075_skipping	Low-grade glioma
ENSG00000272578:23714187-23714294_23709840-23709867_23715008-23715194_skipping	Low-grade glioma
GUSBP11:23714187-23714286_23709785-23709867_23715008-23715194_skipping	Low-grade glioma
GUSBP11:23714187-23714342_23709785-23709867_23715008-23715194_skipping	Low-grade glioma
GRB10:50755887-50756056_50703820-50703908_50780626-50780736_skipping	Low-grade glioma
FBXL2:33373092-33373160_33364335-33364719_33373259-33373295_skipping	Low-grade glioma
NUP98:3779156-3779257_3778872-3779049_3782041-3782145_skipping	Low-grade glioma
SMG1:18847453-18847607_18845428-18845651_18847815-18848033_skipping	Low-grade glioma
PDPR2P:74342130-74342254_74337943-74338894_74344778-74344818_skipping	Low-grade glioma
FKTN:105619934-105620061_105615277-105615407_105635050-105635148_skipping	Low-grade glioma
MDGA1:37663967-37664106_37658244-37658419_37696744-37696811_skipping	Low-grade glioma
WDHD1:54962498-54962551_54957591-54957635_54962737-54962853_skipping	Low-grade glioma
PEX11G:7482033-7482211_7476874-7477436_7485837-7486026_skipping	Low-grade glioma
PLEC:143938631-143938692_143938150-143938240_143953725-143953920_skipping	Low-grade glioma
SMG1P5:30298377-30298590_30294565-30294691_30299868-30299927_skipping	Low-grade glioma
SLC30A6:32206886-32206933_32204589-32204692_32220212-32224112_skipping	Low-grade glioma
ATXN7L1:105642838-105643121_105638368-105638609_105665065-105665288_skipping	Low-grade glioma
UNC79:93487663-93487755_93477557-93477728_93496410-93496466_skipping	Low-grade glioma
MRO:50809302-50809404_50806703-50806850_50819896-50820013_skipping	Low-grade glioma
ZNF84:133041100-133041482_133037300-133037545_133047954-133048081_skipping	Low-grade glioma
ZNF84:133041278-133041482_133037502-133037545_133047954-133048081_skipping	Low-grade glioma
ZNF84:133041285-133041482_133037291-133037545_133047954-133048081_skipping	Low-grade glioma
KCTD13:29911815-29911867_29910977-29911173_29911959-29912049_skipping	Low-grade glioma
ANKRD13B:29611876-29612006_29611578-29611643_29612115-29612273_skipping	Low-grade glioma
MARK3:103490952-103492034_103480386-103480490_103500155-103500200_skipping	Low-grade glioma
RNF19A:100274953-100275161_100269868-100270013_100309866-100309953_skipping	Low-grade glioma
CPED1:121015665-121015848_120993900-120994081_121046886-121046993_skipping	Low-grade glioma
RAN:130872836-130872920_130872069-130872629_130873002-130873128_skipping	Low-grade glioma
ENSG00000284882:84578019-84578135_84574128-84574423_84582939-84583616_skipping	Low-grade glioma
SMURF2:64578492-64578576_64571797-64571956_64580788-64580991_skipping	Low-grade glioma
CAMK2D:113502936-113502977_113500462-113500511_113504975-113505035_skipping	Low-grade glioma
MICAL2:12138390-12138460_12116695-12116916_12162078-12162419_skipping	Low-grade glioma
NKG7:51371940-51372074_51371619-51371835_51372160-51372202_skipping	Low-grade glioma
ST3GAL6-AS1:98715376-98715521_98706235-98708316_98718423-98718479_skipping	Low-grade glioma
BIRC6:32467525-32467739_32465064-32465164_32467902-32468111_skipping	Low-grade glioma
HELQ:83453231-83453945_83448782-83448961_83455396-83455804_skipping	Low-grade glioma
URB1:32357537-32357656_32355448-32355565_32359795-32359908_skipping	Low-grade glioma
ENSG00000256427:9241344-9241459_9240405-9240539_9246468-9246548_skipping	Low-grade glioma
GPR162:6825484-6825673_6821867-6821900_6826195-6826353_skipping	Low-grade glioma
SH3BP5:15304103-15304231_15269712-15269877_15330503-15330566_skipping	Low-grade glioma
SH3BP5:15304103-15304299_15269712-15269877_15330503-15330566_skipping	Low-grade glioma
CATIP:218360573-218360659_218357985-218358092_218362734-218362902_skipping	Low-grade glioma
UVRAG:75879879-75880040_75861745-75861780_75888828-75888903_skipping	Low-grade glioma
PHC2:33332275-33332404_33331347-33331462_33334184-33334290_skipping	Low-grade glioma
KNL1:40654909-40654977_40652004-40652105_40657041-40657151_skipping	Low-grade glioma
RALBP1:9512991-9513289_9475008-9475176_9516844-9517158_skipping	Low-grade glioma
ICA1L:202811746-202811789_202796889-202796964_202814701-202814784_skipping	Low-grade glioma
SPTBN4:40557023-40557403_40556083-40556288_40560158-40560403_skipping	Low-grade glioma
METTL2A:62440617-62440756_62434860-62435292_62444836-62444943_skipping	Low-grade glioma
PUS10:60971523-60971557_60965057-60967613_61006556-61006643_skipping	Low-grade glioma
INTS7:211952569-211952701_211946606-211946705_211966429-211966467_skipping	Low-grade glioma
DCUN1D4:51848205-51848367_51843578-51843742_51863436-51863507_skipping	Low-grade glioma
TOGARAM2:29023086-29023191_29014394-29014561_29024138-29024374_skipping	Low-grade glioma
DLG2:83472727-83472777_83471625-83471727_83483252-83483298_skipping	Low-grade glioma
ZDHHC6:112443515-112443594_112442191-112442351_112445169-112445650_skipping	Low-grade glioma
GUCY1A1:155708236-155708294_155703931-155703993_155710541-155710611_skipping	Low-grade glioma
CRELD1:9934420-9934612_9933792-9933852_9934834-9934917_skipping	Low-grade glioma
MYOM3:24061273-24061309_24061059-24061082_24061945-24062109_skipping	Low-grade glioma
TNXB:32055851-32056174_32053387-32053711_32058057-32058390_skipping	Low-grade glioma
DSTYK:205162036-205162212_205161257-205161387_205162922-205163006_skipping	Low-grade glioma
ERGIC1:172915518-172915690_172914713-172914838_172920363-172920571_skipping	Low-grade glioma
TPT1-AS1:45389735-45389820_45383759-45383838_45391031-45391352_skipping	Low-grade glioma
ZNF618:113998259-113998354_113988320-113988580_114001995-114002073_skipping	Low-grade glioma
OBSCN:228293353-228293616_228291897-228292161_228294151-228294415_skipping	Low-grade glioma
HACE1:104833042-104833173_104796928-104797025_104849141-104849246_skipping	Low-grade glioma
JAK2:4985940-4986022_4985032-4985173_5021962-5022065_skipping	Low-grade glioma
PDCD6IPP2:28846739-28846836_28838687-28838822_28851464-28851557_skipping	Low-grade glioma
SLFN11:35367541-35367700_35366946-35367063_35373581-35373620_skipping	Low-grade glioma
ENSG00000284634:9607671-9607802_9606352-9606456_9617243-9617351_skipping	Low-grade glioma
PDE4B:65918597-65918835_65913244-65913356_66247459-66247654_skipping	Low-grade glioma
ZBTB48:6582058-6582299_6580540-6581299_6585918-6586030_skipping	Low-grade glioma
GSTO2:104277894-104278116_104274897-104274949_104299127-104299414_skipping	Low-grade glioma
LMTK2:98191614-98194572_98186876-98186998_98203573-98203706_skipping	Low-grade glioma
CDKN2B-AS1:22063944-22064018_22056251-22056387_22065661-22065757_skipping	Low-grade glioma
PROCA1:28706680-28706763_28704707-28704843_28710870-28711086_skipping	Low-grade glioma
ENO4:116868650-116868706_116862798-116862852_116871124-116871292_skipping	Low-grade glioma
TCHP:109912991-109913072_109911062-109911235_109914441-109914528_skipping	Low-grade glioma
ZMYND15:4742331-4742491_4739832-4740050_4743302-4743455_skipping	Low-grade glioma
SFXN2:102731723-102731783_102729722-102729808_102732151-102732218_skipping	Low-grade glioma
IL6ST:55969550-55969855_55963351-55963506_55976214-55976278_skipping	Low-grade glioma
PALLD:168709028-168709147_168691268-168691292_168711580-168711923_skipping	Low-grade glioma
SYT7:61551384-61551463_61532988-61533124_61556103-61556207_skipping	Low-grade glioma
SLAMF7:160751345-160751448_160748193-160748514_160752185-160752248_skipping	Low-grade glioma
DENND2C:114595832-114595873_114594472-114594578_114599273-114599451_skipping	Low-grade glioma
GTF2H2B:70422873-70422923_70422112-70422199_70423298-70423353_skipping	Low-grade glioma
LGI3:22155392-22155509_22154559-22154631_22156336-22156677_skipping	Low-grade glioma
ZNF415:53115704-53115811_53115257-53115332_53116312-53116433_skipping	Low-grade glioma
CDKL3:134308138-134308466_134306608-134306702_134312291-134312380_skipping	Low-grade glioma
PTP4A2:31930933-31931142_31918999-31919658_31937777-31937800_skipping	Low-grade glioma
CDKN2B-AS1:22063944-22064018_22056251-22056387_22096371-22096514_skipping	Low-grade glioma
SLC44A3-AS1:94638437-94638558_94622718-94624609_94679424-94679607_skipping	Low-grade glioma
ALG1L:125933575-125933696_125930556-125930629_125990421-125990505_skipping	Low-grade glioma
HNRNPD:82355304-82355401_82352497-82354154_82356795-82356895_skipping	Low-grade glioma
UAP1:162590323-162590511_162588692-162588833_162597791-162597858_skipping	Low-grade glioma
PHAX:126617250-126617333_126608356-126608484_126624574-126625209_skipping	Low-grade glioma
ATP6AP1L:82312611-82312851_82308858-82310207_82317997-82318300_skipping	Low-grade glioma
SAMD11:925922-926013_925149-925189_930154-930336_skipping	Low-grade glioma
COL6A2:46121556-46121618_46120514-46120577_46122107-46122158_skipping	Low-grade glioma
MASP1:187229760-187229897_187226406-187226520_187241480-187241555_skipping	Low-grade glioma
RIMS3:40647668-40647842_40635915-40636057_40665393-40665682_skipping	Low-grade glioma
EBF1:158796345-158796475_158777412-158777539_158823175-158823317_skipping	Low-grade glioma
BRAP:111660600-111660675_111659206-111659345_111665638-111665787_skipping	Low-grade glioma
TTC3:37132682-37132766_37126079-37126143_37135379-37135411_skipping	Low-grade glioma
IKZF1:50382540-50382707_50376532-50376793_50399917-50405098_skipping	Low-grade glioma
HPSE:83310722-83310890_83310030-83310078_83313113-83313287_skipping	Low-grade glioma
ATXN7:63864898-63864999_63863154-63863195_63898398-63898497_skipping	Low-grade glioma
MAGIX:49164863-49165090_49164706-49164789_49165189-49165361_skipping	Low-grade glioma
LINC02884:112238070-112238198_112229689-112234899_112252041-112252134_skipping	Low-grade glioma
HAUS1:46123299-46123364_46122466-46122590_46124821-46124893_skipping	Low-grade glioma
FCRLA:161711208-161711474_161710759-161710912_161713084-161713452_skipping	Low-grade glioma
LDLR:11106565-11106687_11102663-11102786_11107391-11107514_skipping	Low-grade glioma
CCNYL1:207737411-207737446_207726841-207726876_207740654-207740706_skipping	Low-grade glioma
PKD1P5:18376736-18376862_18374952-18375069_18376952-18377163_skipping	Low-grade glioma
HGD:120638455-120638581_120633333-120633590_120641588-120641693_skipping	Low-grade glioma
LINC00963:129503323-129503672_129488681-129489299_129513418-129513668_skipping	Low-grade glioma
FASN:82083975-82084153_82083771-82083891_82084233-82084384_skipping	Low-grade glioma
MED23:131592388-131592460_131591312-131591527_131593005-131593171_skipping	Low-grade glioma
GRB10:50755887-50756056_50710874-50710990_50782423-50782445_skipping	Low-grade glioma
CKAP5:46762000-46762193_46760611-46760784_46762626-46762762_skipping	Low-grade glioma
CYP20A1:203289765-203289876_203285611-203285732_203292261-203292326_skipping	Low-grade glioma
ST7L:112616813-112616895_112610458-112611003_112619909-112620825_skipping	Low-grade glioma
SUGT1P4-STRA6LP-CCDC180:97362196-97362441_97361725-97361898_97364050-97364128_skipping	Low-grade glioma
SLC2A4RG:63741370-63741479_63740242-63740531_63742129-63742230_skipping	Low-grade glioma
RTF2:56472326-56472415_56471613-56471669_56473300-56473360_skipping	Low-grade glioma
PPP3CB:73474919-73475030_73471467-73471613_73478498-73478623_skipping	Low-grade glioma
TBCEL:121036505-121036612_121035240-121036314_121045673-121045823_skipping	Low-grade glioma
FGFR4:177090390-177090653_177089549-177089693_177090744-177090825_skipping	Low-grade glioma
SLFN11:35366947-35367063_35362738-35363826_35373581-35373620_skipping	Low-grade glioma
GBA:155241086-155241180_155239885-155240077_155244505-155244670_skipping	Low-grade glioma
CACHD1:64634044-64634260_64629354-64629481_64641819-64641969_skipping	Low-grade glioma
MRPS10:42214280-42214344_42211780-42211917_42217801-42217861_skipping	Low-grade glioma
RHBDF1:59299-59349_58973-59127_59418-59494_skipping	Low-grade glioma
DOCK11:118590210-118590302_118588412-118588478_118593213-118593337_skipping	Low-grade glioma
SCAI:125020673-125020769_125019106-125019205_125026811-125026910_skipping	Low-grade glioma
TMEM234:32216384-32216517_32215135-32215795_32216888-32216947_skipping	Low-grade glioma
SOX1-OT:112088046-112088260_112056844-112057025_112095474-112095631_skipping	Low-grade glioma
SLC15A2:121928421-121928555_121927757-121927839_121928981-121929146_skipping	Low-grade glioma
ARHGEF26-AS1:154030277-154030379_154024414-154026642_154108668-154108785_skipping	Low-grade glioma
UBXN2A:23958301-23958355_23927284-23927615_23971275-23971414_skipping	Low-grade glioma
NAB1:190659158-190659995_190649069-190649360_190670325-190670459_skipping	Low-grade glioma
GULP1:188522756-188522827_188483430-188483492_188529096-188529140_skipping	Low-grade glioma
ENSG00000226471:28821972-28822179_28800682-28800737_28848390-28848559_skipping	Low-grade glioma
PAX8-AS1:113255390-113255549_113236236-113236613_113259263-113259579_skipping	Low-grade glioma
ENSG00000230649:136027164-136027309_136025716-136025788_136030927-136031033_skipping	Low-grade glioma
TRRAP:99030595-99030757_99012070-99014955_99031344-99031465_skipping	Low-grade glioma
SPOP:49636759-49636809_49622732-49622876_49646925-49647122_skipping	Low-grade glioma
WBP1:74458997-74459098_74458449-74458537_74459437-74459745_skipping	Low-grade glioma
ZKSCAN3:28359525-28359988_28350271-28350388_28361323-28361471_skipping	Low-grade glioma
CEP164:117395123-117395191_117394919-117395003_117395546-117395722_skipping	Low-grade glioma
JPT2:1691843-1691985_1678255-1678356_1697811-1697860_skipping	Low-grade glioma
NUTM2B-AS1:79723915-79724012_79716444-79723654_79766270-79766324_skipping	Low-grade glioma
SUGT1P4-STRA6LP-CCDC180:97250792-97250843_97246095-97246186_97276568-97276697_skipping	Low-grade glioma
DCLRE1C:14939810-14939869_14936537-14936593_14945104-14945189_skipping	Low-grade glioma
NEIL1:75347247-75347473_75347052-75347110_75348883-75349170_skipping	Low-grade glioma
TNFRSF4:1211942-1212138_1211339-1211832_1212637-1212704_skipping	Low-grade glioma
DNAH11:21658798-21659031_21655831-21655981_21681545-21681677_skipping	Low-grade glioma
DNAH11:21741927-21742166_21739570-21739673_21744869-21745063_skipping	Low-grade glioma
AK7:96486898-96487056_96482981-96483219_96488304-96489427_skipping	Low-grade glioma
KAT2A:42114358-42114394_42114218-42114282_42114489-42114604_skipping	Low-grade glioma
ABCA9:68989813-68989930_68989026-68989118_68990836-68990957_skipping	Low-grade glioma
RBM26:79377379-79377515_79371841-79371930_79378788-79378907_skipping	Low-grade glioma
HMGA2-AS1:65876875-65877132_65866803-65866954_65881237-65881578_skipping	Low-grade glioma
PEG3:56833290-56833420_56826387-56826463_56833642-56833747_skipping	Low-grade glioma
ADAMTS2:179154814-179154919_179154048-179154192_179158722-179158879_skipping	Low-grade glioma
PDGFD:103926912-103927126_103907188-103909819_103943451-103943650_skipping	Low-grade glioma
GDAP1:74360137-74360310_74320612-74320961_74361883-74361978_skipping	Low-grade glioma
ZEB1:31387124-31387266_31318782-31319133_31461036-31461237_skipping	Low-grade glioma
ENSG00000267922:46195059-46195158_46181234-46181340_46196108-46196218_skipping	Low-grade glioma
DHX35:38988793-38988917_38983698-38983776_38991453-38991515_skipping	Low-grade glioma
RAD51C:58732484-58732544_58709638-58709990_58734117-58734327_skipping	Low-grade glioma
ZNF783:149278399-149278527_149267096-149267222_149287564-149287776_skipping	Low-grade glioma
MICAL1:109447681-109447722_109447356-109447440_109447874-109447963_skipping	Low-grade glioma
FAM178B:96893926-96894051_96878415-96878493_96902619-96902707_skipping	Low-grade glioma
RALGAPA1:35651805-35651873_35635463-35635598_35654366-35654477_skipping	Low-grade glioma
UBE2A:119581507-119581596_119575374-119575400_119582596-119582676_skipping	Low-grade glioma
ADCY4:24319742-24319888_24319328-24319436_24322065-24322224_skipping	Low-grade glioma
EPB41L1:36122679-36122747_36121721-36121816_36175550-36175715_skipping	Low-grade glioma
FBXO33:39401176-39401861_39397683-39399787_39431563-39432433_skipping	Low-grade glioma
NSG1:4385857-4386643_4385472-4385555_4387118-4387173_skipping	Low-grade glioma
FRY:31946009-31946181_31846712-31846939_32078833-32079033_skipping	Low-grade glioma
PODNL1:13935721-13935830_13934253-13934410_13936366-13936460_skipping	Low-grade glioma
PODNL1:13935980-13936044_13934253-13934410_13936366-13936460_skipping	Low-grade glioma
SLIT2:20519382-20519453_20511065-20511137_20523759-20523903_skipping	Low-grade glioma
SERINC1:122451664-122451754_122447120-122447265_122453769-122453907_skipping	Low-grade glioma
DCDC1:31127469-31127639_31110259-31110361_31137691-31137784_skipping	Low-grade glioma
TRPV2:16434890-16434969_16428816-16428982_16436788-16437003_skipping	Low-grade glioma
PRDM16:3385152-3385286_3244086-3244137_3396490-3396593_skipping	Low-grade glioma
SPATA6L:4661899-4662036_4635274-4635399_4666211-4666256_skipping	Low-grade glioma
ENSG00000234350:170740632-170741287_170730367-170730997_170770701-170770766_skipping	Low-grade glioma
CCDC30:42534889-42534989_42498817-42498916_42545409-42545579_skipping	Low-grade glioma
ISM2:77484323-77484565_77482321-77482667_77484676-77484919_skipping	Low-grade glioma
ZNF610:52354251-52354379_52349144-52349235_52365697-52366858_skipping	Low-grade glioma
HAX1:154273336-154273961_154272628-154272776_154274949-154275001_skipping	Low-grade glioma
EVI5:92704555-92704744_92703394-92703619_92736397-92736627_skipping	Low-grade glioma
CTSB:11864376-11864463_11850865-11850980_11868000-11868040_skipping	Low-grade glioma
RALGPS1:127214751-127214842_127212943-127213049_127218739-127223166_skipping	Low-grade glioma
LMTK2:98141397-98141541_98106861-98107280_98151381-98151455_skipping	Low-grade glioma
C4B:32028068-32028277_32027842-32027932_32028456-32028532_skipping	Low-grade glioma
TUG1:30972048-30972172_30969471-30969533_30972854-30973587_skipping	Low-grade glioma
TTC1:160010500-160010858_160009112-160009190_160035139-160035200_skipping	Low-grade glioma
CTSB:11864376-11864483_11850865-11850980_11868000-11868112_skipping	Low-grade glioma
ZNF385B:179544827-179544969_179518527-179518638_179769502-179769802_skipping	Low-grade glioma
DNASE1:3656964-3657111_3656637-3656753_3657224-3657341_skipping	Low-grade glioma
CBLB:105720047-105720250_105703987-105704173_105734008-105734140_skipping	Low-grade glioma
LINC01778:30826555-30826652_30824227-30824373_30829747-30829882_skipping	Low-grade glioma
STX17-DT:99894880-99895005_99885217-99886695_99906553-99906601_skipping	Low-grade glioma
LINC00836:25652869-25653042_25651718-25651799_25682520-25683385_skipping	Low-grade glioma
DNAAF1:84149007-84149142_84145286-84145564_84154576-84154798_skipping	Low-grade glioma
CABCOCO1:61672632-61672735_61662960-61663165_61686040-61686185_skipping	Low-grade glioma
PCBP4:51961941-51962088_51961159-51961270_51967325-51967454_skipping	Low-grade glioma
NBPF11:148135672-148135813_148127140-148127288_148143414-148143686_skipping	Low-grade glioma
PROX1-AS1:213966071-213966258_213895393-213895518_213987579-213987722_skipping	Low-grade glioma
FTCDNL1:199819572-199819757_199809271-199812724_199844379-199844532_skipping	Low-grade glioma
FAM182B:25782036-25782135_25775232-25775336_25786700-25786988_skipping	Low-grade glioma
GREB1:11625154-11625312_11620904-11621007_11626961-11627104_skipping	Low-grade glioma
DPY19L1P1:32581572-32581664_32580948-32581313_32585976-32586136_skipping	Low-grade glioma
DBF4B:44734090-44734163_44730964-44731015_44736829-44736866_skipping	Low-grade glioma
CIC:42271774-42274577_42268536-42268594_42286770-42286920_skipping	Low-grade glioma
TMEM50B:33467010-33467122_33460412-33460505_33468786-33468926_skipping	Low-grade glioma
TTC28:27989878-27990007_27985248-27985356_27992586-27992663_skipping	Low-grade glioma
PPP4R4:94258783-94258824_94256459-94256604_94259294-94259369_skipping	Low-grade glioma
ARHGEF28:73832338-73832459_73813517-73813673_73840479-73840760_skipping	Low-grade glioma
CCDC88C:91307038-91307226_91305764-91305926_91308350-91308492_skipping	Low-grade glioma
RAP1GAP2:2984983-2985066_2981194-2981248_2991296-2991397_skipping	Low-grade glioma
AOPEP:94979367-94979427_94955907-94956015_95005157-95005220_skipping	Low-grade glioma
NIPBL:37038602-37038738_37036378-37036487_37044346-37044487_skipping	Low-grade glioma
CLHC1:55212673-55212806_55209629-55209831_55232222-55232293_skipping	Low-grade glioma
AMMECR1L:127870814-127870928_127869453-127869544_127873827-127874272_skipping	Low-grade glioma
WWOX:78164183-78164289_78114975-78115154_79211607-79212667_skipping	Low-grade glioma
REEP3:63610187-63610334_63599169-63599283_63620812-63620822_skipping	Low-grade glioma
RBM26-AS1:79421987-79422214_79420759-79420815_79423551-79427317_skipping	Low-grade glioma
DENND6B:50318847-50318889_50317907-50318020_50318964-50318967_skipping	Low-grade glioma
FBLN1:45547085-45547204_45543400-45543526_45548612-45548744_skipping	Low-grade glioma
ADCY7:50287912-50288350_50274156-50274198_50292675-50292825_skipping	Low-grade glioma
DCBLD2:98849461-98849598_98825314-98825366_98881539-98881767_skipping	Low-grade glioma
APBB1:6403647-6403822_6403318-6403404_6410626-6411361_skipping	Low-grade glioma
TRIO:14270825-14270899_14143341-14143882_14280321-14280436_skipping	Low-grade glioma
ACCS:44073447-44073517_44067627-44067915_44074611-44074681_skipping	Low-grade glioma
KALRN:124678190-124678313_124674360-124674614_124679457-124679517_skipping	Low-grade glioma
EML1:99914179-99914304_99911421-99911576_99917781-99917849_skipping	Low-grade glioma
AP4S1:31072905-31072973_31069842-31069929_31080572-31080576_skipping	Low-grade glioma
ISG20:88650235-88652310_88639342-88639594_88655414-88655648_skipping	Low-grade glioma
ISG20:88652170-88652310_88639342-88639594_88655414-88655531_skipping	Low-grade glioma
ZSWIM4:13823346-13823500_13817721-13817976_13825549-13825713_skipping	Low-grade glioma
RSRP1:25243550-25244224_25242254-25242705_25245149-25245301_skipping	Low-grade glioma
NPIPA1:14935345-14935397_14935159-14935276_14941811-14941940_skipping	Low-grade glioma
MCM7:100099589-100099753_100099022-100099403_100100013-100100093_skipping	Low-grade glioma
OPRL1:64091966-64092116_64086504-64086599_64092687-64092953_skipping	Low-grade glioma
BISPR:17413097-17413104_17405740-17406296_17413220-17413303_skipping	Low-grade glioma
HMBS:119088635-119088707_119084929-119085066_119089099-119089131_skipping	Low-grade glioma
ENSG00000276087:24135119-24135187_24124365-24124460_24139369-24139450_skipping	Low-grade glioma
RIMS2:104041329-104041358_104015423-104015456_104068511-104068612_skipping	Low-grade glioma
SLC38A3:50214402-50214483_50214148-50214300_50215385-50215459_skipping	Low-grade glioma
MYNN:169783477-169783560_169782464-169782643_169783729-169783858_skipping	Low-grade glioma
RAB34:28715800-28715901_28715640-28715705_28716902-28716994_skipping	Low-grade glioma
SLC13A5:6701004-6701126_6695407-6695941_6702969-6703138_skipping	Low-grade glioma
CDK5RAP2:120550792-120550902_120545713-120545790_120568320-120568388_skipping	Low-grade glioma
CYP24A1:54157388-54157585_54157168-54157289_54158085-54158164_skipping	Low-grade glioma
ATP9A:51690739-51690819_51676131-51676208_51696092-51696144_skipping	Low-grade glioma
TRDN:123530506-123530565_123516140-123516206_123547339-123547372_skipping	Low-grade glioma
LETM2:38394183-38394241_38392541-38392995_38400271-38400409_skipping	Low-grade glioma
ADAMTSL1:18889568-18889748_18887830-18888043_18905781-18905891_skipping	Low-grade glioma
SPTBN5:41887928-41888085_41887212-41887441_41890088-41890205_skipping	Low-grade glioma
WDFY1:223917943-223918010_223912252-223912326_223945147-223945335_skipping	Low-grade glioma
ENSG00000233184:101080389-101080613_101077362-101077508_101080886-101083574_skipping	Low-grade glioma
EIF2D:206605400-206605507_206602950-206603204_206608235-206608295_skipping	Low-grade glioma
ARHGEF2:155984394-155984433_155983106-155983200_155989233-155989351_skipping	Low-grade glioma
SIPA1L2:232404125-232404178_232403447-232403571_232425588-232425808_skipping	Low-grade glioma
SILC1:5982773-5982857_5981977-5982072_5985424-5987506_skipping	Low-grade glioma
CCDC144B:18583341-18583523_18582657-18582786_18587665-18587879_skipping	Low-grade glioma
ARHGAP17:24935470-24935639_24930783-24931404_24939363-24939597_skipping	Low-grade glioma
FLT3LG:49480298-49480476_49476422-49476566_49486014-49486029_skipping	Low-grade glioma
AOPEP:95060694-95060810_95048767-95049055_95080693-95080756_skipping	Low-grade glioma
ENSG00000262879:47033320-47033381_47021581-47021721_47056459-47056753_skipping	Low-grade glioma
TTC13:230943806-230943898_230933778-230933861_230945388-230945454_skipping	Low-grade glioma
