SpliceID	Differential_freq	splicing_case	mean_dPSI	Uniprot	gene	Baseline_preference	Exon Coordinates	Average_TPM
CIT:119784189-119785065_119784959-119785065_119783907-119784051	22	A5SS	0.202037762237762	Modifications	CIT	Skipping	119784189-119785065	12.92637236084453
CIT:119803206-119803389_119784188-119785065_119822819-119822973	2	SE	0.23554340836013	Domains	CIT	Inclusion	119803206-119803389	12.92637236084453
CLK1:200856891-200857884_200856890-200856985_200857717-200857884	31	RI	0.231335187760779	Domains	CLK1	Skipping	200856891-200857884	47.75274952015355
CLK1:200859680-200861466_200859679-200859746_200861237-200861466	25	RI	0.349669876203577	Modifications	CLK1	Inclusion	200859680-200861466	47.75274952015355
CLK1:200859680-200861466_200859679-200859746_200861237-200861466	25	RI	0.349669876203577	Domains	CLK1	Inclusion	200859680-200861466	47.75274952015355
CLK1:200859680-200861466_200859679-200859746_200861237-200861466	25	RI	0.363330123796423	Modifications	CLK1	Skipping	200859680-200861466	47.75274952015355
CLK1:200859680-200861466_200859679-200859746_200861237-200861466	25	RI	0.363330123796423	Domains	CLK1	Skipping	200859680-200861466	47.75274952015355
CLK1:200860125-200860215_200859679-200859746_200861237-200861466	34	SE	0.293723901098901	Modifications	CLK1	Inclusion	200860125-200860215	47.75274952015355
CLK2:155263950-155264550_155263949-155264040_155264467-155264550	16	RI	0.258295546558704	Domains	CLK2	Inclusion	155263950-155264550	17.350834932821495
CLK2:155265860-155265954_155264644-155264774_155268009-155268126	5	SE	0.238055374592833	Domains	CLK2	Inclusion	155265860-155265954	17.350834932821495
CLK2:155266729-155266895_155264644-155264774_155268009-155268126	3	SE	0.200344497607655	Domains	CLK2	Inclusion	155266729-155266895	17.350834932821495
CLK2:155268708-155268792_155268292-155268359_155269487-155269713	31	SE	0.201920329670329	Modifications	CLK2	Inclusion	155268708-155268792	17.350834932821495
CLK2:155268708-155268795_155268292-155268359_155269487-155269713	18	SE	0.201621399176956	Modifications	CLK2	Inclusion	155268708-155268795	17.350834932821495
CLK2:155268708-155268795_155268707-155268792_155269487-155269713	5	A3SS	0.219106060606059	Modifications	CLK2	Inclusion	155268708-155268795	17.350834932821495
CLK2:155268708-155268795_155268707-155268792_155269487-155269713	5	A3SS	0.202893939393941	Modifications	CLK2	Skipping	155268708-155268795	17.350834932821495
CLK2:155269488-155269716_155269487-155269713_155270807-155270977	3	A3SS	0.20237585733882	Modifications	CLK2	Inclusion	155269488-155269716	17.350834932821495
CLK3:74620009-74622216_74620008-74620225_74622119-74622216	42	RI	0.203473251028807	Modifications	CLK3	Skipping	74620009-74622216	25.41696737044146
CLK3:74620009-74622216_74620008-74620225_74622119-74622216	42	RI	0.203473251028807	Domains	CLK3	Skipping	74620009-74622216	25.41696737044146
CLK3:74620009-74622216_74620008-74620225_74622493-74622560	17	A5SS	0.200174211248284	Modifications	CLK3	Inclusion	74620009-74622216	25.41696737044146
CLK3:74620009-74622216_74620008-74620225_74622493-74622560	17	A5SS	0.200174211248284	Domains	CLK3	Inclusion	74620009-74622216	25.41696737044146
CLK3:74622120-74622216_74619966-74620225_74622493-74622560	4	SE	0.217891632373115	Modifications	CLK3	Inclusion	74622120-74622216	25.41696737044146
CLK3:74622120-74622216_74619966-74620225_74622493-74622560	4	SE	0.217891632373115	Domains	CLK3	Inclusion	74622120-74622216	25.41696737044146
CLK3:74622120-74622560_74622119-74622216_74622493-74622560	24	RI	0.204085048010974	Modifications	CLK3	Skipping	74622120-74622560	25.41696737044146
CLK3:74622120-74622560_74622119-74622216_74622493-74622560	24	RI	0.204085048010974	Domains	CLK3	Skipping	74622120-74622560	25.41696737044146
CLK3:74622120-74622560_74622493-74622560_74620008-74620225	16	A3SS	0.206882030178326	Modifications	CLK3	Inclusion	74622120-74622560	25.41696737044146
CLK3:74622120-74622560_74622493-74622560_74620008-74620225	16	A3SS	0.206882030178326	Domains	CLK3	Inclusion	74622120-74622560	25.41696737044146
CLK4:178605825-178605865_178605302-178605382_178608375-178608458	4	SE	0.215154166666667	Domains	CLK4	Skipping	178605825-178605865	9.46440019193858
CLK4:178608376-178608458_178605302-178605382_178612415-178612545	5	SE	0.204248275862069	Domains	CLK4	Inclusion	178608376-178608458	9.46440019193858
CLK4:178616882-178618778_178616881-178616948_178617343-178618778	25	RI	0.351410714285714	Modifications	CLK4	Inclusion	178616882-178618778	9.46440019193858
CLK4:178616882-178618778_178616881-178616948_178617343-178618778	25	RI	0.351410714285714	Domains	CLK4	Inclusion	178616882-178618778	9.46440019193858
CLK4:178616882-178618778_178616881-178616948_178617343-178618778	25	RI	0.356589285714286	Modifications	CLK4	Skipping	178616882-178618778	9.46440019193858
CLK4:178616882-178618778_178616881-178616948_178617343-178618778	25	RI	0.356589285714286	Domains	CLK4	Skipping	178616882-178618778	9.46440019193858
CLK4:178616882-178618778_178616881-178616948_178618555-178618778	37	RI	0.350986187845304	Modifications	CLK4	Inclusion	178616882-178618778	9.46440019193858
CLK4:178616882-178618778_178616881-178616948_178618555-178618778	37	RI	0.350986187845304	Domains	CLK4	Inclusion	178616882-178618778	9.46440019193858
CLK4:178616882-178618778_178616881-178616948_178618555-178618778	37	RI	0.352013812154696	Modifications	CLK4	Skipping	178616882-178618778	9.46440019193858
CLK4:178616882-178618778_178616881-178616948_178618555-178618778	37	RI	0.352013812154696	Domains	CLK4	Skipping	178616882-178618778	9.46440019193858
CLK4:178617344-178617434_178616881-178616948_178618555-178618778	34	SE	0.287927097661623	Modifications	CLK4	Inclusion	178617344-178617434	9.46440019193858
CLK4:178617344-178618778_178617343-178617434_178618555-178618778	17	RI	0.354052197802198	Modifications	CLK4	Inclusion	178617344-178618778	9.46440019193858
CLK4:178617344-178618778_178617343-178617434_178618555-178618778	17	RI	0.345947802197802	Modifications	CLK4	Skipping	178617344-178618778	9.46440019193858
CLK4:178617344-178618778_178618555-178618778_178616881-178616948	24	A5SS	0.307381017881706	Modifications	CLK4	Inclusion	178617344-178618778	9.46440019193858
COQ8A:226983761-226984235_226983760-226983854_226984093-226984235	5	RI	0.219190672153635	Domains	COQ8A	Skipping	226983761-226984235	16.606285988483684
COQ8B:40700310-40702693_40700309-40700447_40702599-40702693	27	RI	0.313939157566303	Domains	COQ8B	Inclusion	40700310-40702693	12.33380038387716
COQ8B:40700310-40702693_40700309-40700451_40702599-40702693	12	RI	0.210213991769547	Domains	COQ8B	Skipping	40700310-40702693	12.33380038387716
COQ8B:40703369-40703622_40703540-40703622_40702599-40702693	2	A5SS	0.214539094650206	Domains	COQ8B	Skipping	40703369-40703622	12.33380038387716
COQ8B:40703541-40703855_40703540-40703622_40703714-40703855	4	RI	0.213342935528121	Domains	COQ8B	Skipping	40703541-40703855	12.33380038387716
COQ8B:40703541-40703855_40703540-40703622_40705095-40705447	10	A3SS	0.208218106995885	Domains	COQ8B	Inclusion	40703541-40703855	12.33380038387716
COQ8B:40703541-40703855_40703540-40703622_40710058-40710136	6	A3SS	0.399570707070708	Domains	COQ8B	Inclusion	40703541-40703855	12.33380038387716
COQ8B:40703715-40703855_40703368-40703622_40705095-40705174	3	SE	0.202677640603567	Domains	COQ8B	Inclusion	40703715-40703855	12.33380038387716
COQ8B:40705096-40705181_40703368-40703622_40710058-40710136	3	SE	0.481296774193549	Domains	COQ8B	Inclusion	40705096-40705181	12.33380038387716
COQ8B:40705096-40705181_40705095-40705174_40705349-40705447	13	A3SS	0.2266369168357	Domains	COQ8B	Inclusion	40705096-40705181	12.33380038387716
COQ8B:40705096-40705447_40705095-40705181_40705324-40705447	39	RI	0.203652949245542	Domains	COQ8B	Inclusion	40705096-40705447	12.33380038387716
COQ8B:40705096-40705447_40705095-40705181_40705324-40705447	39	RI	0.209347050754458	Domains	COQ8B	Skipping	40705096-40705447	12.33380038387716
CSF1R:150086379-150086607_150080766-150081024_150113260-150113372	3	SE	0.250531767955801	Localization Signal	CSF1R	Inclusion	150086379-150086607	37.90830134357006
CSK:74800412-74800746_74800411-74800505_74800680-74800746	10	RI	0.202621399176955	Modifications	CSK	Skipping	74800412-74800746	23.991425143953936
CSK:74800412-74800746_74800411-74800505_74800680-74800746	10	RI	0.202621399176955	Domains	CSK	Skipping	74800412-74800746	23.991425143953936
CSK:74800681-74800922_74800680-74800746_74800822-74800922	10	RI	0.212493827160494	Domains	CSK	Skipping	74800681-74800922	23.991425143953936
CSK:74801695-74802083_74801694-74801890_74801996-74802083	7	RI	0.233539094650206	Modifications	CSK	Skipping	74801695-74802083	23.991425143953936
CSK:74801695-74802083_74801694-74801890_74801996-74802083	7	RI	0.233539094650206	Domains	CSK	Skipping	74801695-74802083	23.991425143953936
CSNK1D:82245976-82249014_82245975-82246039_82248874-82249014	40	RI	0.232299450549451	Modifications	CSNK1D	Skipping	82245976-82249014	51.274241842610365
CSNK1D:82253016-82253244_82252433-82252527_82265685-82265796	2	SE	0.340161290322581	Domains	CSNK1D	Inclusion	82253016-82253244	51.274241842610365
CSNK1D:82253016-82253244_82252433-82252527_82265685-82265796	2	SE	0.364838709677419	Domains	CSNK1D	Skipping	82253016-82253244	51.274241842610365
CSNK1G1:64188375-64188485_64180347-64180454_64203081-64203189	32	SE	0.294510989010989	Domains	CSNK1G1	Inclusion	64188375-64188485	6.88549424184261
CSNK1G1:64188375-64188485_64180347-64180454_64203081-64203189	32	SE	0.286489010989011	Domains	CSNK1G1	Skipping	64188375-64188485	6.88549424184261
CSNK1G1:64188375-64188485_64181175-64181430_64203081-64203189	9	SE	0.209136518771331	Domains	CSNK1G1	Inclusion	64188375-64188485	6.88549424184261
CSNK1G1:64189341-64189480_64188374-64188485_64203081-64203189	4	SE	0.2143664	Domains	CSNK1G1	Skipping	64189341-64189480	6.88549424184261
CSNK1G1:64259201-64259241_64251438-64251581_64300318-64300467	5	SE	0.232990331491713	Domains	CSNK1G1	Inclusion	64259201-64259241	6.88549424184261
CSNK1G2:1978305-1978511_1978304-1978345_1978441-1978511	4	RI	0.205934065934066	Domains	CSNK1G2	Skipping	1978305-1978511	19.694976007677543
CSNK1G2:1978859-1979248_1978858-1979093_1979162-1979248	18	RI	0.203663923182442	Domains	CSNK1G2	Skipping	1978859-1979248	19.694976007677543
CSNK1G3:123553107-123553147_123512259-123512570_123557494-123557564	10	SE	0.236337142857143	Domains	CSNK1G3	Inclusion	123553107-123553147	14.307581573896353
CSNK1G3:123557495-123557564_123512098-123512570_123573392-123573541	2	SE	0.231569800569802	Domains	CSNK1G3	Inclusion	123557495-123557564	14.307581573896353
CSNK1G3:123590410-123590558_123590412-123590558_123588426-123588511	18	A3SS	0.205239160839161	Modifications	CSNK1G3	Inclusion	123590410-123590558	14.307581573896353
CSNK1G3:123590410-123590558_123590412-123590558_123588426-123588511	18	A3SS	0.205239160839161	Domains	CSNK1G3	Inclusion	123590410-123590558	14.307581573896353
CSNK1G3:123590410-123590558_123590412-123590558_123588426-123588511	18	A3SS	0.205760839160839	Modifications	CSNK1G3	Skipping	123590410-123590558	14.307581573896353
CSNK1G3:123590410-123590558_123590412-123590558_123588426-123588511	18	A3SS	0.205760839160839	Domains	CSNK1G3	Skipping	123590410-123590558	14.307581573896353
CSNK1G3:123595039-123595134_123591318-123591414_123604723-123604830	7	SE	0.310609053497943	Modifications	CSNK1G3	Skipping	123595039-123595134	14.307581573896353
CSNK1G3:123595039-123595134_123591318-123591414_123604723-123604830	7	SE	0.310609053497943	Domains	CSNK1G3	Skipping	123595039-123595134	14.307581573896353
CSNK2A2:58174451-58174510_58167684-58167795_58196732-58196844	2	SE	0.367564102564103	Domains	CSNK2A2	Inclusion	58174451-58174510	17.52876679462572
DCLK2:150220703-150220778_150220705-150220778_150198001-150198103	28	A3SS	0.292121621621622	Modifications	DCLK2	Inclusion	150220703-150220778	39.766137236084454
DCLK2:150220703-150220778_150220705-150220778_150198001-150198103	28	A3SS	0.298878378378378	Modifications	DCLK2	Skipping	150220703-150220778	39.766137236084454
DCLK2:150220703-150220778_150220705-150220778_150203794-150203889	12	A3SS	0.202365411436541	Modifications	DCLK2	Inclusion	150220703-150220778	39.766137236084454
DCLK2:150220703-150220778_150220705-150220778_150203794-150203889	12	A3SS	0.204634588563459	Modifications	DCLK2	Skipping	150220703-150220778	39.766137236084454
DCLK2:150249568-150249684_150247602-150247699_150256019-150256247	2	SE	0.257175	Modifications	DCLK2	Inclusion	150249568-150249684	39.766137236084454
DCLK3:36718010-36718177_36712420-36715521_36721526-36721659	5	SE	0.239032967032967	Domains	DCLK3	Inclusion	36718010-36718177	0.4071880998080614
DGKA:55936423-55936567_55931788-55932123_55937016-55937030	2	SE	0.241852459016393	Domains	DGKA	Inclusion	55936423-55936567	13.23436180422265
DGKA:55936423-55936567_55932027-55932255_55937016-55937030	4	SE	0.224410071942446	Domains	DGKA	Inclusion	55936423-55936567	13.23436180422265
DGKA:55937408-55937557_55937407-55937543_55937977-55938052	2	A5SS	0.23430242510699	Domains	DGKA	Skipping	55937408-55937557	13.23436180422265
DGKA:55938638-55938698_55937977-55938052_55938914-55938942	4	SE	0.409054054054054	Domains	DGKA	Inclusion	55938638-55938698	13.23436180422265
DGKA:55938915-55939305_55938914-55938989_55939185-55939305	12	RI	0.213714887640449	Domains	DGKA	Skipping	55938915-55939305	13.23436180422265
DGKA:55939415-55940170_55939414-55939529_55940081-55940170	33	RI	0.305921875	Domains	DGKA	Skipping	55939415-55940170	13.23436180422265
DGKA:55939415-55940170_55939414-55939529_55940313-55940433	5	A5SS	0.211857752489331	Domains	DGKA	Inclusion	55939415-55940170	13.23436180422265
DGKA:55939415-55940433_55939414-55939529_55940313-55940433	31	RI	0.209232744783306	Domains	DGKA	Inclusion	55939415-55940433	13.23436180422265
DGKA:55939415-55940433_55939414-55940170_55940313-55940433	31	RI	0.296273758865248	Domains	DGKA	Skipping	55939415-55940433	13.23436180422265
DGKA:55940082-55940168_55939414-55939529_55940313-55940433	19	SE	0.202014018691589	Domains	DGKA	Inclusion	55940082-55940168	13.23436180422265
DGKA:55940082-55940170_55939414-55939529_55940313-55940433	2	SE	0.202107042253521	Domains	DGKA	Inclusion	55940082-55940170	13.23436180422265
DGKA:55940082-55940433_55940081-55940168_55940313-55940433	15	RI	0.205486842105263	Domains	DGKA	Inclusion	55940082-55940433	13.23436180422265
DGKA:55940082-55940433_55940081-55940170_55940251-55940433	6	RI	0.209424825174825	Domains	DGKA	Inclusion	55940082-55940433	13.23436180422265
DGKA:55940082-55940433_55940313-55940433_55939414-55939529	6	A3SS	0.215054363376251	Domains	DGKA	Inclusion	55940082-55940433	13.23436180422265
DGKA:55940082-55940722_55940081-55940433_55940623-55940722	32	RI	0.204140252454418	Domains	DGKA	Skipping	55940082-55940722	13.23436180422265
DGKA:55940252-55940433_55940313-55940433_55940081-55940170	30	A3SS	0.200461870503597	Domains	DGKA	Skipping	55940252-55940433	13.23436180422265
DGKA:55940897-55941325_55940896-55940980_55941251-55941325	35	RI	0.230162889518414	Domains	DGKA	Skipping	55940897-55941325	13.23436180422265
DGKA:55940897-55941325_55940896-55940980_55941509-55941584	2	A5SS	0.2479375	Domains	DGKA	Inclusion	55940897-55941325	13.23436180422265
DGKA:55941510-55941584_55940896-55941325_55941997-55942037	2	SE	0.235302521008403	Domains	DGKA	Inclusion	55941510-55941584	13.23436180422265
DGKA:55943297-55943420_55942173-55942263_55951622-55952099	3	SE	0.240309219858156	Domains	DGKA	Skipping	55943297-55943420	13.23436180422265
DGKA:55951623-55952099_55951622-55951783_55952034-55952099	18	RI	0.207863187588152	Modifications	DGKA	Skipping	55951623-55952099	13.23436180422265
DGKA:55951623-55952099_55951622-55951783_55952034-55952099	18	RI	0.207863187588152	Domains	DGKA	Skipping	55951623-55952099	13.23436180422265
DGKA:55951623-55952431_55951622-55951783_55952340-55952431	7	RI	0.342484662576687	Modifications	DGKA	Inclusion	55951623-55952431	13.23436180422265
DGKA:55951623-55952431_55951622-55951783_55952340-55952431	7	RI	0.342484662576687	Domains	DGKA	Inclusion	55951623-55952431	13.23436180422265
DGKB:14607434-14607508_14583051-14583137_14613339-14613413	3	SE	0.210663101604278	Domains	DGKB	Inclusion	14607434-14607508	6.923584452975048
DGKB:14701681-14701730_14698094-14698169_14718541-14718685	13	SE	0.204563591022444	Domains	DGKB	Inclusion	14701681-14701730	6.923584452975048
DGKB:14736041-14736194_14718541-14718685_14757654-14757731	2	SE	0.234376344086022	Domains	DGKB	Inclusion	14736041-14736194	6.923584452975048
DGKB:14753928-14753948_14718541-14718685_14757654-14757731	6	SE	0.394361111111111	Domains	DGKB	Inclusion	14753928-14753948	6.923584452975048
DGKB:14753928-14753948_14736040-14736194_14757654-14757731	23	SE	0.510006651884701	Domains	DGKB	Skipping	14753928-14753948	6.923584452975048
DGKB:14753928-14753948_14736040-14736194_14757689-14757731	4	SE	0.354233333333334	Domains	DGKB	Inclusion	14753928-14753948	6.923584452975048
DGKB:14757690-14757731_14736173-14736194_14841193-14841450	2	SE	0.2065	Domains	DGKB	Inclusion	14757690-14757731	6.923584452975048
DGKG:186260439-186260513_186257763-186257939_186261698-186261778	35	SE	0.227066884176183	Domains	DGKG	Inclusion	186260439-186260513	11.955628598848369
DGKG:186261699-186261778_186257853-186257939_186267684-186267777	6	SE	0.447609756097561	Domains	DGKG	Inclusion	186261699-186261778	11.955628598848369
DGKG:186268801-186268917_186267684-186267777_186272254-186272343	23	SE	0.352578333333333	Domains	DGKG	Inclusion	186268801-186268917	11.955628598848369
DGKG:186268801-186268917_186267684-186267777_186272254-186272343	23	SE	0.367421666666667	Domains	DGKG	Skipping	186268801-186268917	11.955628598848369
DGKG:186284660-186284709_186280669-186280744_186288709-186288880	5	SE	0.201063318777294	Domains	DGKG	Inclusion	186284660-186284709	11.955628598848369
DMPK:45777327-45777590_45777341-45777590_45774948-45775034	4	A5SS	0.219868312757201	Domains	DMPK	Inclusion	45777327-45777590	19.34091650671785
DMPK:45777342-45777559_45774948-45775034_45777666-45777873	5	SE	0.206808290155441	Domains	DMPK	Inclusion	45777342-45777559	19.34091650671785
DMPK:45778493-45779359_45778492-45778641_45779263-45779359	38	RI	0.211696844993141	Domains	DMPK	Skipping	45778493-45779359	19.34091650671785
DSTYK:205148205-205148339_205142504-205147745_205150679-205150794	22	SE	0.204211248285322	Domains	DSTYK	Inclusion	205148205-205148339	5.97292226487524
DYRK2:67649797-67649945_67648744-67649182_67657105-67665406	11	SE	0.205853223593964	Modifications	DYRK2	Inclusion	67649797-67649945	9.590858925143953
DYRK2:67649797-67649945_67648744-67649182_67657105-67665406	11	SE	0.202146776406036	Modifications	DYRK2	Skipping	67649797-67649945	9.590858925143953
DYRK4:4607327-4607387_4604913-4605086_4610154-4610284	30	SE	0.283724517906336	Domains	DYRK4	Inclusion	4607327-4607387	24.801943378119002
DYRK4:4607327-4607387_4604913-4605086_4610154-4610284	30	SE	0.279275482093664	Domains	DYRK4	Skipping	4607327-4607387	24.801943378119002
EEF2K:22257643-22257770_22257252-22257385_22258493-22258695	10	SE	0.204469448584203	Domains	EEF2K	Inclusion	22257643-22257770	9.008598848368521
EIF2AK3:88562289-88562390_88562288-88562344_88570873-88571041	2	A3SS	0.210624827586207	Domains	EIF2AK3	Inclusion	88562289-88562390	11.593258157389636
EPHA10:37718953-37719053_37718660-37718816_37719413-37719607	3	SE	0.340219178082192	Domains	EPHA10	Skipping	37718953-37719053	0.9519337811900191
EPHA10:37718953-37719053_37718660-37718816_37719507-37719607	2	SE	0.477802631578947	Domains	EPHA10	Skipping	37718953-37719053	0.9519337811900191
EPHA10:37719414-37719607_37719507-37719607_37718660-37718816	12	A5SS	0.205501607717042	Domains	EPHA10	Inclusion	37719414-37719607	0.9519337811900191
EPHA10:37722006-37722296_37721659-37721845_37723040-37723166	7	SE	0.211101694915254	Domains	EPHA10	Skipping	37722006-37722296	0.9519337811900191
EPHA10:37722805-37722931_37721659-37721845_37723040-37723166	5	SE	0.205064655172414	Domains	EPHA10	Skipping	37722805-37722931	0.9519337811900191
EPHA10:37722805-37722931_37722273-37722296_37723040-37723166	3	SE	0.420388888888889	Domains	EPHA10	Inclusion	37722805-37722931	0.9519337811900191
EPHA10:37727102-37727210_37723310-37723372_37731410-37731494	12	SE	0.212735042735042	Domains	EPHA10	Inclusion	37727102-37727210	0.9519337811900191
EPHA4:221437061-221437122_221436398-221436608_221442828-221443014	2	SE	0.201989247311828	Domains	EPHA4	Inclusion	221437061-221437122	10.6856669865643
EPHA4:221568718-221568785_221563730-221564394_221572157-221572281	2	SE	0.216341843971632	Domains	EPHA4	Inclusion	221568718-221568785	10.6856669865643
EPHA5:65490377-65490712_65420440-65420565_65495387-65495543	5	SE	0.210413427561838	Domains	EPHA5	Inclusion	65490377-65490712	2.398123800383877
EPHA5:65490377-65490712_65420440-65420565_65601640-65602304	3	SE	0.266153846153847	Domains	EPHA5	Inclusion	65490377-65490712	2.398123800383877
EPHA5:65495388-65495543_65420440-65420565_65601640-65602304	5	SE	0.226341549295775	Domains	EPHA5	Inclusion	65495388-65495543	2.398123800383877
EPHA5:65495388-65495543_65490376-65490712_65601640-65602304	3	SE	0.224871794871795	Domains	EPHA5	Inclusion	65495388-65495543	2.398123800383877
EPHA6:97592612-97592737_97532357-97532543_97610792-97610854	17	SE	0.267662835249043	Domains	EPHA6	Inclusion	97592612-97592737	1.968186180422265
EPHA8:22598151-22598212_22597675-22597861_22600660-22600810	2	SE	0.249717948717949	Domains	EPHA8	Inclusion	22598151-22598212	3.9374376199616123
EPHA8:22598838-22599047_22598150-22598212_22600660-22600810	5	SE	0.205682692307692	Domains	EPHA8	Inclusion	22598838-22599047	3.9374376199616123
EPHB1:134951371-134952052_134951370-134951718_135106447-135106603	2	A5SS	0.301221732745962	Domains	EPHB1	Inclusion	134951371-134952052	9.639731285988484
EPHB1:134951371-134952052_134951370-134951718_135106447-135106603	2	A5SS	0.301221732745962	Disulfide Bond	EPHB1	Inclusion	134951371-134952052	9.639731285988484
FASTK:151076626-151077027_151076625-151076832_151076912-151077027	13	RI	0.200260631001372	Domains	FASTK	Skipping	151076626-151077027	22.139169865642994
FASTK:151076913-151077027_151076623-151076832_151077309-151077401	2	SE	0.207777126099707	Domains	FASTK	Inclusion	151076913-151077027	22.139169865642994
FASTK:151076913-151077236_151076912-151077027_151077100-151077236	24	RI	0.201246913580247	Domains	FASTK	Skipping	151076913-151077236	22.139169865642994
FASTK:151076913-151078092_151076912-151077780_151077878-151078092	35	RI	0.20657475994513	Domains	FASTK	Skipping	151076913-151078092	22.139169865642994
FCSK:70465030-70465176_70463622-70463774_70466131-70466257	14	SE	0.200350558659217	Domains	FCSK	Inclusion	70465030-70465176	5.168925143953935
FCSK:70466882-70467471_70466881-70466954_70467373-70467471	38	RI	0.385943603851445	Domains	FCSK	Skipping	70466882-70467471	5.168925143953935
FCSK:70466882-70467471_70466881-70466954_70467885-70467966	3	A5SS	0.204246445497629	Domains	FCSK	Inclusion	70466882-70467471	5.168925143953935
FCSK:70466882-70467471_70466881-70466954_70468848-70468968	12	A5SS	0.297164705882353	Domains	FCSK	Inclusion	70466882-70467471	5.168925143953935
FCSK:70466882-70467966_70466881-70466954_70467885-70467966	11	RI	0.263730569948187	Domains	FCSK	Inclusion	70466882-70467966	5.168925143953935
FCSK:70466882-70467966_70466881-70467471_70467885-70467966	37	RI	0.322961379310345	Domains	FCSK	Skipping	70466882-70467966	5.168925143953935
FCSK:70475350-70475493_70475349-70475415_70475647-70475767	3	A5SS	0.225179166666667	Domains	FCSK	Inclusion	70475350-70475493	5.168925143953935
FCSK:70476187-70476334_70475647-70475767_70478271-70478459	10	SE	0.202671809256662	Domains	FCSK	Skipping	70476187-70476334	5.168925143953935
FCSK:70478551-70479403_70478550-70478650_70478796-70479403	20	RI	0.233414893617021	Domains	FCSK	Inclusion	70478551-70479403	5.168925143953935
FCSK:70478551-70479403_70478550-70478650_70479179-70479403	34	RI	0.204706043956044	Domains	FCSK	Skipping	70478551-70479403	5.168925143953935
FCSK:70478797-70479403_70479179-70479403_70478550-70478650	13	A3SS	0.23126272352132	Domains	FCSK	Skipping	70478797-70479403	5.168925143953935
FER:108954729-108954932_108946129-108946222_108959224-108959347	2	SE	0.207459234608986	Domains	FER	Inclusion	108954729-108954932	7.849184261036468
FPGT-TNNI3K:74204391-74204456_74201317-74201410_74236101-74236210	15	SE	0.430015015015015	Domains	TNNI3K	Inclusion	74204391-74204456	1.3920249520153551
GALK1:75762704-75762885_75762703-75762795_75763013-75763149	2	A3SS	0.211382716049384	Modifications	GALK1	Inclusion	75762704-75762885	8.120091170825336
GALK1:75762704-75763439_75762703-75762885_75763319-75763439	10	RI	0.327	Modifications	GALK1	Inclusion	75762704-75763439	8.120091170825336
GALK1:75762704-75763439_75762703-75762885_75763319-75763439	10	RI	0.327	Domains	GALK1	Inclusion	75762704-75763439	8.120091170825336
GALK1:75763014-75763149_75762703-75762885_75763319-75763439	5	SE	0.259180327868853	Domains	GALK1	Inclusion	75763014-75763149	8.120091170825336
GALK1:75763014-75763181_75762703-75762885_75763319-75763439	10	SE	0.20407590759076	Domains	GALK1	Inclusion	75763014-75763181	8.120091170825336
GALK1:75763014-75763181_75763013-75763149_75763319-75763439	4	A3SS	0.200222991689751	Domains	GALK1	Skipping	75763014-75763181	8.120091170825336
GCK:44145165-44145280_44143212-44144236_44145496-44145730	2	SE	0.331055555555556	Domains	GCK	Inclusion	44145165-44145280	2.5067754318618043
GCK:44147650-44147833_44147659-44147833_44146462-44146618	4	A5SS	0.238285714285714	Domains	GCK	Inclusion	44147650-44147833	2.5067754318618043
GRK2:67280732-67281184_67280731-67280783_67281092-67281184	15	RI	0.214943758573388	Domains	GRK2	Skipping	67280732-67281184	24.147533589251438
GRK2:67281822-67282542_67281821-67281952_67282270-67282542	3	RI	0.238475994513032	Domains	GRK2	Skipping	67281822-67282542	24.147533589251438
GRK2:67282271-67282542_67282270-67282365_67282434-67282542	4	RI	0.20359670781893	Domains	GRK2	Skipping	67282271-67282542	24.147533589251438
GRK3:25644592-25644665_25564674-25565153_25661575-25661677	8	SE	0.249571428571429	Domains	GRK3	Inclusion	25644592-25644665	4.117068138195777
GRK3:25644592-25644665_25604376-25604453_25661575-25661677	25	SE	0.209460770328104	Domains	GRK3	Inclusion	25644592-25644665	4.117068138195777
GRK3:25672296-25672347_25667738-25667800_25678815-25678915	2	SE	0.222093023255814	Domains	GRK3	Inclusion	25672296-25672347	4.117068138195777
GRK4:2988727-2988839_2963607-2964122_2992214-2992292	17	SE	0.378227430555556	Domains	GRK4	Inclusion	2988727-2988839	5.8560652591170825
GRK4:2988727-2988839_2963607-2964122_2992214-2992292	17	SE	0.381772569444444	Domains	GRK4	Skipping	2988727-2988839	5.8560652591170825
GRK4:2988727-2988839_2963607-2964122_3004230-3004334	3	SE	0.361306122448979	Domains	GRK4	Inclusion	2988727-2988839	5.8560652591170825
GRK4:2988727-2988839_2984512-2984608_2992214-2992292	20	SE	0.204452991452991	Domains	GRK4	Inclusion	2988727-2988839	5.8560652591170825
GRK4:2988727-2988839_2984512-2984608_3004230-3004334	5	SE	0.326054545454545	Domains	GRK4	Inclusion	2988727-2988839	5.8560652591170825
GRK4:2992215-2992292_2963570-2964122_3004230-3004334	2	SE	0.217573248407643	Domains	GRK4	Inclusion	2992215-2992292	5.8560652591170825
GRK4:2992215-2992292_2984512-2984608_3004230-3004334	4	SE	0.23640490797546	Domains	GRK4	Inclusion	2992215-2992292	5.8560652591170825
GRK4:2992215-2992292_2988726-2988839_3004230-3004334	4	SE	0.207507407407408	Domains	GRK4	Inclusion	2992215-2992292	5.8560652591170825
GRK4:3007736-3007828_2992214-2992292_3013687-3013828	3	SE	0.27702380952381	Domains	GRK4	Inclusion	3007736-3007828	5.8560652591170825
